CODE;VARTYPE;VARVAL
JFG60;PROCPR;21S09
JFG60;DGPROP;00X99
JFG70;OR;1
JFG70;PROCPR;06S07
JFG70;PROCPR;14S90
JFG70;PROCPR;21S09
JFG70;DGPROP;00X99
JFG73;OR;1
JFG73;PROCPR;06S07
JFG73;PROCPR;14S90
JFG73;PROCPR;21S09
JFG73;DGPROP;00X99
JFG76;OR;1
JFG76;PROCPR;06S06
JFG76;PROCPR;14S90
JFG76;PROCPR;21S09
JFG76;DGPROP;00X99
JFG80;OR;1
JFG80;PROCPR;06S07
JFG80;PROCPR;14S90
JFG80;PROCPR;21S09
JFG80;DGPROP;00X99
JFG83;OR;1
JFG83;PROCPR;06S07
JFG83;PROCPR;14S90
JFG83;PROCPR;21S09
JFG83;DGPROP;00X99
JFG86;OR;1
JFG86;PROCPR;06S07
JFG86;PROCPR;14S90
JFG86;PROCPR;21S09
JFG86;DGPROP;00X99
JFG96;OR;1
JFG96;PROCPR;06S07
JFG96;PROCPR;14S90
JFG96;PROCPR;21S09
JFG96;DGPROP;00X99
JFH00;OR;1
JFH00;PROCPR;06S02
JFH00;PROCPR;14S90
JFH00;PROCPR;15S01
JFH00;PROCPR;17S01
JFH00;PROCPR;21S09
JFH00;DGPROP;00X99
JFH00;PROCPR;99S90
JFH01;OR;1
JFH01;PROCPR;06S02
JFH01;PROCPR;14S90
JFH01;PROCPR;15S01
JFH01;PROCPR;17S01
JFH01;PROCPR;21S09
JFH01;DGPROP;00X99
JFH01;PROCPR;99S90
JFH10;OR;1
JFH10;PROCPR;06S02
JFH10;PROCPR;14S90
JFH10;PROCPR;15S01
JFH10;PROCPR;17S01
JFH10;PROCPR;21S09
JFH10;DGPROP;00X99
JFH10;PROCPR;99S90
JFH11;OR;1
JFH11;PROCPR;06S02
JFH11;PROCPR;14S90
JFH11;PROCPR;15S01
JFH11;PROCPR;17S01
JFH11;PROCPR;21S09
JFH11;DGPROP;00X99
JFH11;PROCPR;99S90
JFH20;OR;1
JFH20;PROCPR;06S02
JFH20;PROCPR;14S90
JFH20;PROCPR;15S01
JFH20;PROCPR;17S01
JFH20;PROCPR;21S09
JFH20;DGPROP;00X99
JFH20;PROCPR;99S90
JFH30;OR;1
JFH30;PROCPR;06S02
JFH30;PROCPR;14S90
JFH30;PROCPR;15S01
JFH30;PROCPR;17S01
JFH30;PROCPR;21S09
JFH30;DGPROP;00X99
JFH30;PROCPR;99S90
JFH31;OR;1
JFH31;PROCPR;06S02
JFH31;PROCPR;14S90
JFH31;PROCPR;15S01
JFH31;PROCPR;17S01
JFH31;PROCPR;21S09
JFH31;DGPROP;00X99
JFH31;PROCPR;99S90
JFH33;OR;1
JFH33;PROCPR;06S02
JFH33;PROCPR;14S90
JFH33;PROCPR;15S01
JFH33;PROCPR;17S01
JFH33;PROCPR;21S09
JFH33;DGPROP;00X99
JFH33;PROCPR;99S90
JFH40;OR;1
JFH40;PROCPR;06S02
JFH40;PROCPR;14S90
JFH40;PROCPR;17S01
JFH40;PROCPR;21S09
JFH40;DGPROP;00X99
JFH40;PROCPR;99S90
JFH96;OR;1
JFH96;PROCPR;06S02
JFH96;PROCPR;14S90
JFH96;PROCPR;15S01
JFH96;PROCPR;17S01
JFH96;PROCPR;21S09
JFH96;DGPROP;00X99
JFH96;PROCPR;99S90
JFJ00;OR;1
JFJ00;PROCPR;06S06
JFJ00;PROCPR;14S90
JFJ00;DGPROP;00X99
JFJ01;OR;1
JFJ01;PROCPR;06S06
JFJ01;PROCPR;14S90
JFJ01;DGPROP;00X99
JFJ96;OR;1
JFJ96;PROCPR;06S06
JFJ96;PROCPR;14S90
JFJ96;DGPROP;00X99
JFJ97;OR;1
JFJ97;PROCPR;06S06
JFJ97;PROCPR;14S90
JFJ97;DGPROP;00X99
JFK00;OR;1
JFK00;PROCPR;06S04
JFK00;PROCPR;07S07
JFK00;PROCPR;13S08
JFK00;PROCPR;14S90
JFK00;PROCPR;21S09
JFK00;DGPROP;00X99
JFK01;OR;1
JFK01;PROCPR;06S04
JFK01;PROCPR;07S07
JFK01;PROCPR;13S08
JFK01;PROCPR;14S90
JFK01;PROCPR;21S09
JFK01;DGPROP;00X99
JFK10;OR;1
JFK10;PROCPR;06S04
JFK10;PROCPR;07S07
JFK10;PROCPR;13S08
JFK10;PROCPR;14S90
JFK10;PROCPR;21S09
JFK10;DGPROP;00X99
JFK20;OR;1
JFK20;PROCPR;06S04
JFK20;PROCPR;07S07
JFK20;PROCPR;13S08
JFK20;PROCPR;14S90
JFK20;PROCPR;21S09
JFK20;DGPROP;00X99
JFK96;OR;1
JFK96;PROCPR;06S04
JFK96;PROCPR;07S07
JFK96;PROCPR;13S08
JFK96;PROCPR;14S90
JFK96;PROCPR;21S09
JFK96;DGPROP;00X99
JFK97;OR;1
JFK97;PROCPR;06S04
JFK97;PROCPR;07S07
JFK97;PROCPR;13S08
JFK97;PROCPR;14S90
JFK97;PROCPR;21S09
JFK97;DGPROP;00X99
JFL00;OR;1
JFL00;PROCPR;06S02
JFL00;PROCPR;07S07
JFL00;PROCPR;14S90
JFL00;PROCPR;17S01
JFL00;PROCPR;21S09
JFL00;DGPROP;00X99
JFL00;PROCPR;99S90
JFL10;OR;1
JFL10;PROCPR;06S02
JFL10;PROCPR;07S07
JFL10;PROCPR;14S90
JFL10;PROCPR;17S01
JFL10;PROCPR;21S09
JFL10;DGPROP;00X99
JFL10;PROCPR;99S90
JFL11;OR;1
JFL11;PROCPR;06S02
JFL11;PROCPR;07S07
JFL11;PROCPR;14S90
JFL11;PROCPR;17S01
JFL11;PROCPR;21S09
JFL11;DGPROP;00X99
JFL11;PROCPR;99S90
JFL20;OR;1
JFL20;PROCPR;06S02
JFL20;PROCPR;07S07
JFL20;PROCPR;14S90
JFL20;PROCPR;17S01
JFL20;PROCPR;21S09
JFL20;DGPROP;00X99
JFL20;PROCPR;99S90
JFL96;OR;1
JFL96;PROCPR;06S02
JFL96;PROCPR;07S07
JFL96;PROCPR;14S90
JFL96;PROCPR;17S01
JFL96;PROCPR;21S09
JFL96;DGPROP;00X99
JFL96;PROCPR;99S90
JFM00;OR;1
JFM00;PROCPR;06S06
JFM00;PROCPR;07S07
JFM00;PROCPR;14S90
JFM00;PROCPR;21S09
JFM00;DGPROP;00X99
JFW96;OR;1
JFW96;PROCPR;06S02
JFW96;PROCPR;07S07
JFW96;PROCPR;14S90
JFW96;PROCPR;21S09
JFW96;DGPROP;00X99
JFW96;PROCPR;99S90
JFW97;OR;1
JFW97;PROCPR;06S01
JFW97;PROCPR;07S07
JFW97;PROCPR;14S90
JFW97;PROCPR;21S09
JFW97;DGPROP;00X99
JFW97;PROCPR;99S90
JFW98;OR;2
JFW98;PROCPR;06E10
JFW98;PROCPR;06S10
JFW98;PROCPR;07S07
JFW98;PROCPR;21E10
JFW98;PROCPR;21S09
JFW98;DGPROP;00X99
JGA00;OR;1
JGA00;PROCPR;06S06
JGA00;PROCPR;14S90
JGA00;PROCPR;21S09
JGA00;DGPROP;00X99
JGA02;OR;2
JGA02;PROCPR;06E12
JGA02;PROCPR;06S07
JGA02;PROCPR;17E12
JGA02;DGPROP;00X99
JGA05;OR;2
JGA05;PROCPR;06E07
JGA05;PROCPR;06S07
JGA05;PROCPR;17E07
JGA05;DGPROP;00X99
JGA22;OR;2
JGA22;PROCPR;06E12
JGA22;PROCPR;06S07
JGA22;PROCPR;17E07
JGA22;DGPROP;00X99
JGA28;OR;2
JGA28;PROCPR;06E07
JGA28;PROCPR;06S07
JGA28;PROCPR;17E07
JGA28;DGPROP;00X99
JGA32;OR;2
JGA32;PROCPR;06E07
JGA32;PROCPR;06S07
JGA32;PROCPR;17E07
JGA32;DGPROP;00X99
JGA35;OR;2
JGA35;PROCPR;06E07
JGA35;PROCPR;06S07
JGA35;PROCPR;17E07
JGA35;DGPROP;00X99
JGA52;OR;2
JGA52;PROCPR;06E07
JGA52;PROCPR;06S07
JGA52;PROCPR;17E07
JGA52;DGPROP;00X99
JGA58;OR;2
JGA58;PROCPR;06E07
JGA58;PROCPR;06S07
JGA58;PROCPR;17E07
JGA58;DGPROP;00X99
JGA60;DGPROP;14X04
JGA60;OR;1
JGA60;PROCPR;06S02
JGA60;PROCPR;14S04
JGA60;PROCPR;21S09
JGA60;DGPROP;00X99
JGA60;PROCPR;99S90
JGA68;OR;2
JGA68;PROCPR;06E07
JGA68;PROCPR;06S07
JGA68;PROCPR;17E07
JGA68;DGPROP;00X99
JGA70;OR;1
JGA70;PROCPR;06S07
JGA70;PROCPR;09S07
JGA70;PROCPR;14S90
JGA70;DGPROP;00X99
JGA73;OR;1
JGA73;PROCPR;06S07
JGA73;PROCPR;09S07
JGA73;PROCPR;14S90
JGA73;DGPROP;00X99
JGA75;OR;1
JGA75;PROCPR;06S07
JGA75;PROCPR;14S90
JGA75;DGPROP;00X99
JGA76;OR;1
JGA76;PROCPR;06S07
JGA76;PROCPR;09S07
JGA76;PROCPR;14S90
JGA76;DGPROP;00X99
JGA96;OR;1
JGA96;PROCPR;06S07
JGA96;PROCPR;09S07
JGA96;PROCPR;14S90
JGA96;DGPROP;00X99
JGA97;OR;1
JGA97;PROCPR;06S07
JGA97;PROCPR;14S90
JGA97;PROCPR;21S09
JGA97;DGPROP;00X99
JGA98;OR;2
JGA98;PROCPR;06E12
JGA98;PROCPR;06S07
JGA98;PROCPR;17E12
JGA98;DGPROP;00X99
JGB00;OR;1
JGB00;PROCPR;06S03
JGB00;PROCPR;12S08
JGB00;PROCPR;14S90
JGB00;PROCPR;17S01
JGB00;PROCPR;21S09
JGB00;DGPROP;00X99
JGB00;PROCPR;99S90
JGB01;OR;1
JGB01;PROCPR;06S03
JGB01;PROCPR;12S08
JGB01;PROCPR;14S90
JGB01;PROCPR;17S01
JGB01;PROCPR;21S09
JGB01;DGPROP;00X99
JGB01;PROCPR;99S90
JGB03;OR;1
JGB03;PROCPR;06S03
JGB03;PROCPR;12S08
JGB03;PROCPR;14S90
JGB03;PROCPR;17S01
JGB03;PROCPR;21S09
JGB03;DGPROP;00X99
JGB03;PROCPR;99S90
JGB04;OR;1
JGB04;PROCPR;06S03
JGB04;PROCPR;12S08
JGB04;PROCPR;14S90
JGB04;PROCPR;17S01
JGB04;PROCPR;21S09
JGB04;DGPROP;00X99
JGB04;PROCPR;99S90
JGB10;OR;1
JGB10;PROCPR;06S03
JGB10;PROCPR;12S08
JGB10;PROCPR;14S90
JGB10;PROCPR;17S01
JGB10;PROCPR;21S09
JGB10;DGPROP;00X99
JGB10;PROCPR;99S90
JGB11;OR;1
JGB11;PROCPR;06S03
JGB11;PROCPR;12S08
JGB11;PROCPR;14S90
JGB11;PROCPR;17S01
JGB11;PROCPR;21S09
JGB11;DGPROP;00X99
JGB11;PROCPR;99S90
JGB20;OR;1
JGB20;PROCPR;06S03
JGB20;PROCPR;14S90
JGB20;PROCPR;17S01
JGB20;PROCPR;21S09
JGB20;DGPROP;00X99
JGB20;PROCPR;99S90
JGB30;OR;1
JGB30;PROCPR;06S03
JGB30;PROCPR;12S08
JGB30;PROCPR;14S90
JGB30;PROCPR;17S01
JGB30;PROCPR;21S09
JGB30;DGPROP;00X99
JGB30;PROCPR;99S90
JGB31;OR;1
JGB31;PROCPR;06S03
JGB31;PROCPR;12S08
JGB31;PROCPR;14S90
JGB31;PROCPR;17S01
JGB31;PROCPR;21S09
JGB31;DGPROP;00X99
JGB31;PROCPR;99S90
JGB33;OR;1
JGB33;PROCPR;06S03
JGB33;PROCPR;12S08
JGB33;PROCPR;14S90
JGB33;PROCPR;17S01
JGB33;PROCPR;21S09
JGB33;DGPROP;00X99
JGB33;PROCPR;99S90
JGB34;OR;1
JGB34;PROCPR;06S03
JGB34;PROCPR;12S08
JGB34;PROCPR;14S90
JGB34;PROCPR;17S01
JGB34;PROCPR;21S09
JGB34;DGPROP;00X99
JGB34;PROCPR;99S90
JGB36;OR;1
JGB36;PROCPR;06S03
JGB36;PROCPR;12S08
JGB36;PROCPR;14S90
JGB36;PROCPR;17S01
JGB36;PROCPR;21S09
JGB36;DGPROP;00X99
JGB36;PROCPR;99S90
JGB40;OR;1
JGB40;PROCPR;06S03
JGB40;PROCPR;12S08
JGB40;PROCPR;14S90
JGB40;PROCPR;17S01
JGB40;PROCPR;21S09
JGB40;DGPROP;00X99
JGB40;PROCPR;99S90
JGB50;OR;1
JGB50;PROCPR;06S03
JGB50;PROCPR;12S08
JGB50;PROCPR;14S90
JGB50;PROCPR;17S01
JGB50;PROCPR;21S09
JGB50;DGPROP;00X99
JGB50;PROCPR;99S90
JGB60;OR;1
JGB60;PROCPR;06S03
JGB60;PROCPR;12S08
JGB60;PROCPR;14S90
JGB60;PROCPR;17S01
JGB60;PROCPR;21S09
JGB60;DGPROP;00X99
JGB60;PROCPR;99S90
JGB61;OR;1
JGB61;PROCPR;06S03
JGB61;PROCPR;12S08
JGB61;PROCPR;14S90
JGB61;PROCPR;17S01
JGB61;PROCPR;21S09
JGB61;DGPROP;00X99
JGB61;PROCPR;99S90
JGB96;OR;1
JGB96;PROCPR;06S03
JGB96;PROCPR;12S08
JGB96;PROCPR;14S90
JGB96;PROCPR;17S01
JGB96;PROCPR;21S09
JGB96;DGPROP;00X99
JGB96;PROCPR;99S90
JGB97;OR;1
JGB97;PROCPR;06S03
JGB97;PROCPR;12S08
JGB97;PROCPR;14S90
JGB97;PROCPR;17S01
JGB97;PROCPR;21S09
JGB97;DGPROP;00X99
JGB97;PROCPR;99S90
JGC00;OR;1
JGC00;PROCPR;06S02
JGC00;PROCPR;14S90
JGC00;PROCPR;21S09
JGC00;DGPROP;00X99
JGC00;PROCPR;99S90
JGC01;OR;1
JGC01;PROCPR;06S06
JGC01;PROCPR;14S90
JGC01;PROCPR;21S09
JGC01;DGPROP;00X99
JGC10;OR;1
JGC10;PROCPR;06S02
JGC10;PROCPR;14S90
JGC10;PROCPR;21S09
JGC10;DGPROP;00X99
JGC10;PROCPR;99S90
JGC20;DGPROP;14X04
JGC20;OR;1
JGC20;PROCPR;06S06
JGC20;PROCPR;14S04
JGC20;PROCPR;21S09
JGC20;DGPROP;00X99
JGC30;OR;1
JGC30;PROCPR;06S07
JGC30;PROCPR;14S90
JGC30;PROCPR;21S09
JGC30;DGPROP;00X99
JGC40;OR;1
JGC40;PROCPR;06S07
JGC40;PROCPR;14S90
JGC40;DGPROP;00X99
JGC96;OR;1
JGC96;PROCPR;06S06
JGC96;PROCPR;14S03
JGC96;PROCPR;21S09
JGC96;DGPROP;00X99
JGC97;OR;1
JGC97;PROCPR;06S06
JGC97;PROCPR;14S03
JGC97;PROCPR;21S09
JGC97;DGPROP;00X99
JGD00;OR;1
JGD00;PROCPR;06S07
JGD00;PROCPR;09S07
JGD00;PROCPR;14S90
JGD00;PROCPR;21S09
JGD00;DGPROP;00X99
JGW96;OR;1
JGW96;PROCPR;06S07
JGW96;PROCPR;14S90
JGW96;DGPROP;00X99
JGW97;OR;1
JGW97;PROCPR;06S07
JGW97;PROCPR;14S90
JGW97;DGPROP;00X99
JGW98;OR;2
JGW98;PROCPR;06E12
JGW98;PROCPR;06S07
JGW98;PROCPR;17E12
JGW98;DGPROP;00X99
JHA00;OR;1
JHA00;PROCPR;06S07
JHA00;PROCPR;09S06
JHA00;PROCPR;14S90
JHA00;DGPROP;00X99
JHA10;OR;2
JHA10;PROCPR;06S07
JHA10;PROCPR;06V03
JHA10;PROCPR;09S06
JHA10;DGPROP;00X99
JHA20;OR;1
JHA20;PROCPR;06S07
JHA20;PROCPR;09S06
JHA20;PROCPR;12S08
JHA20;PROCPR;13S08
JHA20;PROCPR;14S90
JHA20;DGPROP;00X99
JHA30;OR;1
JHA30;PROCPR;06S07
JHA30;PROCPR;09S06
JHA30;PROCPR;12S08
JHA30;PROCPR;13S08
JHA30;PROCPR;14S90
JHA30;DGPROP;00X99
JHB00;OR;1
JHB00;PROCPR;06S07
JHB00;PROCPR;14S03
JHB00;DGPROP;00X99
JHB10;OR;1
JHB10;PROCPR;06S07
JHB10;PROCPR;14S03
JHB10;DGPROP;00X99
JHB20;OR;2
JHB20;PROCPR;06E08
JHB20;DGPROP;00X99
JHB30;OR;2
JHB30;PROCPR;06E08
JHB30;PROCPR;14S03
JHB30;DGPROP;00X99
JHB40;OR;1
JHB40;PROCPR;06S07
JHB40;PROCPR;14S03
JHB40;DGPROP;00X99
JHB96;OR;1
JHB96;PROCPR;06S07
JHB96;PROCPR;14S03
JHB96;DGPROP;00X99
JHC00;OR;1
JHC00;PROCPR;06S07
JHC00;PROCPR;09S06
JHC00;PROCPR;14S03
JHC00;PROCPR;21S09
JHC00;DGPROP;00X99
JHC10;OR;1
JHC10;PROCPR;06S07
JHC10;PROCPR;09S06
JHC10;PROCPR;14S03
JHC10;PROCPR;21S09
JHC10;DGPROP;00X99
JHC20;OR;1
JHC20;PROCPR;06S07
JHC20;PROCPR;09S06
JHC20;PROCPR;14S03
JHC20;PROCPR;21S09
JHC20;DGPROP;00X99
JHC30;OR;1
JHC30;PROCPR;06S07
JHC30;PROCPR;09S06
JHC30;PROCPR;14S03
JHC30;PROCPR;21S09
JHC30;DGPROP;00X99
JHC40;OR;1
JHC40;PROCPR;06S07
JHC40;PROCPR;09S07
JHC40;PROCPR;14S90
JHC40;DGPROP;00X99
JHC50;OR;1
JHC50;PROCPR;06S07
JHC50;PROCPR;14S90
JHC50;DGPROP;00X99
JHC60;OR;2
JHC60;PROCPR;06E07
JHC60;DGPROP;00X99
JHD00;OR;2
JHD00;PROCPR;06S07
JHD00;PROCPR;06V07
JHD00;PROCPR;09S06
JHD00;PROCPR;14S03
JHD00;PROCPR;21S09
JHD00;DGPROP;00X99
JHD10;OR;1
JHD10;PROCPR;06S07
JHD10;PROCPR;14S03
JHD10;DGPROP;00X99
JHD20;OR;1
JHD20;PROCPR;06S07
JHD20;PROCPR;09S06
JHD20;PROCPR;14S90
JHD20;PROCPR;21S09
JHD20;DGPROP;00X99
JHD30;OR;1
JHD30;PROCPR;06S07
JHD30;PROCPR;09S06
JHD30;PROCPR;14S90
JHD30;PROCPR;21S09
JHD30;DGPROP;00X99
JHD33;OR;1
JHD33;PROCPR;06S07
JHD33;PROCPR;09S06
JHD33;PROCPR;14S90
JHD33;PROCPR;21S09
JHD33;DGPROP;00X99
JHD40;OR;1
JHD40;PROCPR;06S07
JHD40;PROCPR;14S90
JHD40;DGPROP;00X99
JHD50;OR;1
JHD50;PROCPR;06S07
JHD50;PROCPR;09S06
JHD50;PROCPR;14S90
JHD50;PROCPR;21S09
JHD50;DGPROP;00X99
JHD60;OR;1
JHD60;PROCPR;06S07
JHD60;PROCPR;09S06
JHD60;PROCPR;14S90
JHD60;PROCPR;21S09
JHD60;DGPROP;00X99
JHD63;OR;1
JHD63;PROCPR;06S07
JHD63;PROCPR;09S06
JHD63;PROCPR;14S90
JHD63;PROCPR;21S09
JHD63;DGPROP;00X99
JHD96;OR;1
JHD96;PROCPR;06S07
JHD96;PROCPR;14S03
JHD96;DGPROP;00X99
JHE10;OR;1
JHE10;PROCPR;06S03
JHE10;PROCPR;14S90
JHE10;DGPROP;00X99
JHE10;PROCPR;99S90
JHE20;OR;1
JHE20;PROCPR;06S03
JHE20;PROCPR;14S90
JHE20;DGPROP;00X99
JHE20;PROCPR;99S90
JHE30;OR;1
JHE30;PROCPR;06S03
JHE30;PROCPR;14S90
JHE30;DGPROP;00X99
JHE30;PROCPR;99S90
JHE96;OR;1
JHE96;PROCPR;06S03
JHE96;PROCPR;14S90
JHE96;DGPROP;00X99
JHE96;PROCPR;99S90
JHW96;OR;1
JHW96;PROCPR;06S07
JHW96;PROCPR;12S08
JHW96;PROCPR;13S08
JHW96;PROCPR;14S90
JHW96;PROCPR;21S09
JHW96;DGPROP;00X99
JJA00;OR;1
JJA00;PROCPR;03S12
JJA00;PROCPR;04S02
JJA00;PROCPR;06S10
JJA00;PROCPR;07S06
JJA00;PROCPR;08S20
JJA00;PROCPR;10S08
JJA00;PROCPR;11S07
JJA00;PROCPR;12S08
JJA00;PROCPR;13S08
JJA00;PROCPR;14S90
JJA00;PROCPR;16S02
JJA00;PROCPR;17S01
JJA00;PROCPR;21S09
JJA00;DGPROP;00X99
JJA10;OR;1
JJA10;PROCPR;07S01
JJA10;PROCPR;14S90
JJA10;PROCPR;21S09
JJA10;DGPROP;00X99
JJA10;PROCPR;99S90
JJA20;OR;1
JJA20;PROCPR;03S12
JJA20;PROCPR;04S02
JJA20;PROCPR;06S10
JJA20;PROCPR;07S06
JJA20;PROCPR;08S20
JJA20;PROCPR;09S07
JJA20;PROCPR;10S08
JJA20;PROCPR;11S07
JJA20;PROCPR;12S08
JJA20;PROCPR;13S08
JJA20;PROCPR;14S90
JJA20;PROCPR;16S02
JJA20;PROCPR;17S01
JJA20;PROCPR;30S99
JJA20;DGPROP;00X99
JJA21;OR;1
JJA21;PROCPR;03S12
JJA21;PROCPR;04S02
JJA21;PROCPR;06S10
JJA21;PROCPR;07S06
JJA21;PROCPR;08S20
JJA21;PROCPR;09S07
JJA21;PROCPR;10S08
JJA21;PROCPR;11S07
JJA21;PROCPR;12S08
JJA21;PROCPR;13S08
JJA21;PROCPR;14S90
JJA21;PROCPR;16S02
JJA21;PROCPR;17S01
JJA21;PROCPR;30S99
JJA21;DGPROP;00X99
JJA23;OR;1
JJA23;PROCPR;03S12
JJA23;PROCPR;04S02
JJA23;PROCPR;06S10
JJA23;PROCPR;07S06
JJA23;PROCPR;08S20
JJA23;PROCPR;09S07
JJA23;PROCPR;10S08
JJA23;PROCPR;12S08
JJA23;PROCPR;13S08
JJA23;PROCPR;14S90
JJA23;PROCPR;16S02
JJA23;PROCPR;17S01
JJA23;PROCPR;30S99
JJA23;DGPROP;00X99
JJA24;OR;1
JJA24;PROCPR;03S12
JJA24;PROCPR;04S02
JJA24;PROCPR;06S10
JJA24;PROCPR;07S06
JJA24;PROCPR;08S20
JJA24;PROCPR;09S07
JJA24;PROCPR;10S08
JJA24;PROCPR;11S07
JJA24;PROCPR;12S08
JJA24;PROCPR;13S08
JJA24;PROCPR;14S90
JJA24;PROCPR;16S02
JJA24;PROCPR;17S01
JJA24;PROCPR;30S99
JJA24;DGPROP;00X99
JJA30;OR;1
JJA30;PROCPR;07S07
JJA30;PROCPR;14S90
JJA30;DGPROP;00X99
JJA31;OR;1
JJA31;PROCPR;07S07
JJA31;PROCPR;14S90
JJA31;DGPROP;00X99
JJA40;OR;1
JJA40;PROCPR;07S01
JJA40;PROCPR;14S90
JJA40;DGPROP;00X99
JJA40;PROCPR;99S90
JJA41;OR;1
JJA41;PROCPR;07S01
JJA41;PROCPR;14S90
JJA41;DGPROP;00X99
JJA41;PROCPR;99S90
JJA43;OR;1
JJA43;PROCPR;07S01
JJA43;PROCPR;14S90
JJA43;DGPROP;00X99
JJA43;PROCPR;99S90
JJA44;OR;1
JJA44;PROCPR;07S01
JJA44;PROCPR;14S90
JJA44;DGPROP;00X99
JJA44;PROCPR;99S90
JJA50;OR;1
JJA50;PROCPR;07S01
JJA50;PROCPR;14S90
JJA50;PROCPR;21S09
JJA50;DGPROP;00X99
JJA50;PROCPR;99S90
JJA96;OR;1
JJA96;PROCPR;07S06
JJA96;PROCPR;14S90
JJA96;PROCPR;21S09
JJA96;DGPROP;00X99
JJA97;OR;1
JJA97;PROCPR;07S06
JJA97;PROCPR;14S90
JJA97;PROCPR;21S09
JJA97;DGPROP;00X99
JJB00;OR;1
JJB00;PROCPR;06S10
JJB00;PROCPR;07S01
JJB00;PROCPR;14S90
JJB00;PROCPR;21S09
JJB00;DGPROP;00X99
JJB00;PROCPR;99S90
JJB10;OR;1
JJB10;PROCPR;06S10
JJB10;PROCPR;07S01
JJB10;PROCPR;14S90
JJB10;PROCPR;21S09
JJB10;DGPROP;00X99
JJB10;PROCPR;99S90
JJB20;OR;1
JJB20;PROCPR;06S10
JJB20;PROCPR;07S01
JJB20;PROCPR;14S90
JJB20;PROCPR;21S09
JJB20;DGPROP;00X99
JJB20;PROCPR;99S90
JJB30;OR;1
JJB30;PROCPR;06S10
JJB30;PROCPR;07S01
JJB30;PROCPR;14S90
JJB30;PROCPR;21S09
JJB30;DGPROP;00X99
JJB30;PROCPR;99S90
JJB40;OR;1
JJB40;PROCPR;06S10
JJB40;PROCPR;07S01
JJB40;PROCPR;14S90
JJB40;PROCPR;21S09
JJB40;DGPROP;00X99
JJB40;PROCPR;99S90
JJB50;OR;1
JJB50;PROCPR;06S10
JJB50;PROCPR;07S01
JJB50;PROCPR;14S90
JJB50;PROCPR;21S09
JJB50;DGPROP;00X99
JJB50;PROCPR;99S90
JJB53;OR;1
JJB53;PROCPR;06S10
JJB53;PROCPR;07S01
JJB53;PROCPR;14S90
JJB53;PROCPR;21S09
JJB53;DGPROP;00X99
JJB53;PROCPR;99S90
JJB60;OR;1
JJB60;PROCPR;06S10
JJB60;PROCPR;07S01
JJB60;PROCPR;14S90
JJB60;PROCPR;21S09
JJB60;DGPROP;00X99
JJB60;PROCPR;99S90
JJB71;OR;1
JJB71;PROCPR;06S10
JJB71;PROCPR;07S01
JJB71;PROCPR;14S90
JJB71;PROCPR;21S09
JJB71;DGPROP;00X99
JJB71;PROCPR;99S90
JJB96;OR;1
JJB96;PROCPR;06S10
JJB96;PROCPR;07S01
JJB96;PROCPR;14S90
JJB96;PROCPR;21S09
JJB96;DGPROP;00X99
JJB96;PROCPR;99S90
JJC00;OR;1
JJC00;PROCPR;00S01
JJC00;PROCPR;14S90
JJC00;DGPROP;00X99
JJC10;OR;1
JJC10;PROCPR;00S01
JJC10;PROCPR;14S90
JJC10;DGPROP;00X99
JJC20;OR;1
JJC20;PROCPR;00S01
JJC20;PROCPR;14S90
JJC20;DGPROP;00X99
JJC30;OR;1
JJC30;PROCPR;00S01
JJC30;PROCPR;14S90
JJC30;DGPROP;00X99
JJC40;OR;1
JJC40;PROCPR;00S01
JJC40;PROCPR;14S90
JJC40;DGPROP;00X99
JJC50;OR;1
JJC50;PROCPR;07S01
JJC50;PROCPR;14S90
JJC50;DGPROP;00X99
JJC50;PROCPR;99S90
JJC60;OR;1
JJC60;PROCPR;07S01
JJC60;PROCPR;14S90
JJC60;DGPROP;00X99
JJC60;PROCPR;99S90
JJC96;OR;1
JJC96;PROCPR;00S01
JJC96;PROCPR;14S90
JJC96;DGPROP;00X99
JJW96;OR;1
JJW96;PROCPR;07S01
JJW96;PROCPR;14S90
JJW96;PROCPR;21S09
JJW96;DGPROP;00X99
JJW96;PROCPR;99S90
JJW97;OR;1
JJW97;PROCPR;07S01
JJW97;PROCPR;14S90
JJW97;PROCPR;21S09
JJW97;DGPROP;00X99
JJW97;PROCPR;99S90
JKA00;OR;1
JKA00;PROCPR;07S05
JKA00;PROCPR;14S90
JKA00;DGPROP;00X99
JKA10;OR;1
JKA10;PROCPR;07S05
JKA10;PROCPR;14S90
JKA10;DGPROP;00X99
JKA11;OR;1
JKA11;PROCPR;07S05
JKA11;PROCPR;14S90
JKA11;DGPROP;00X99
JKA13;OR;1
JKA13;PROCPR;07S05
JKA13;PROCPR;14S90
JKA13;DGPROP;00X99
JKA20;OR;1
JKA20;PROCPR;07S03
JKA20;PROCPR;14S90
JKA20;PROCPR;17S01
JKA20;PROCPR;21S09
JKA20;DGPROP;00X99
JKA21;OR;1
JKA21;PROCPR;07S04
JKA21;PROCPR;14S90
JKA21;PROCPR;17S01
JKA21;PROCPR;21S09
JKA21;DGPROP;00X99
JKA96;OR;1
JKA96;PROCPR;07S05
JKA96;PROCPR;14S90
JKA96;PROCPR;17S01
JKA96;PROCPR;21S09
JKA96;DGPROP;00X99
JKA97;OR;1
JKA97;PROCPR;07S05
JKA97;PROCPR;14S90
JKA97;PROCPR;17S01
JKA97;PROCPR;21S09
