CODE;VARTYPE;VARVAL
A01AA;DGPROP;00X99
A01AB;DGPROP;00X99
A01AC;DGPROP;00X99
A01AD;DGPROP;00X99
A02AA;DGPROP;00X99
A02AB;DGPROP;00X99
A02AC;DGPROP;00X99
A02AD;DGPROP;00X99
A02AF;DGPROP;00X99
A02AG;DGPROP;00X99
A02AH;DGPROP;00X99
A02AX;DGPROP;00X99
A02BA;DGPROP;00X99
A02BB;DGPROP;00X99
A02BC;DGPROP;00X99
A02BD;DGPROP;00X99
A02BX;DGPROP;00X99
A03AA;DGPROP;00X99
A03AB;DGPROP;00X99
A03AC;DGPROP;00X99
A03AD;DGPROP;00X99
A03AE;DGPROP;00X99
A03AX;DGPROP;00X99
A03BA;DGPROP;00X99
A03BB;DGPROP;00X99
A03CA;DGPROP;00X99
A03CB;DGPROP;00X99
A03CC;DGPROP;00X99
A03DA;DGPROP;00X99
A03DB;DGPROP;00X99
A03DC;DGPROP;00X99
A03EA;DGPROP;00X99
A03ED;DGPROP;00X99
A03FA;DGPROP;00X99
A04AA;DGPROP;00X99
A04AD;DGPROP;00X99
A05AA;DGPROP;00X99
A05AB;DGPROP;00X99
A05AX;DGPROP;00X99
A05BA;DGPROP;00X99
A06AA;DGPROP;00X99
A06AB;DGPROP;00X99
A06AC;DGPROP;00X99
A06AD;DGPROP;00X99
A06AG;DGPROP;00X99
A06AX;DGPROP;00X99
A07AA;DGPROP;00X99
A07AB;DGPROP;00X99
A07AC;DGPROP;00X99
A07AX;DGPROP;00X99
A07BA;DGPROP;00X99
A07BB;DGPROP;00X99
A07BC;DGPROP;00X99
A07CA;DGPROP;00X99
A07DA;DGPROP;00X99
A07EA;DGPROP;00X99
A07EB;DGPROP;00X99
A07EC;DGPROP;00X99
A07FA;DGPROP;00X99
A07XA;DGPROP;00X99
A08AA;DGPROP;00X99
A08AB;DGPROP;00X99
A09AA;DGPROP;00X99
A09AB;DGPROP;00X99
A09AC;DGPROP;00X99
A10AB;DGPROP;00X99
A10AC;DGPROP;00X99
A10AD;DGPROP;00X99
A10AE;DGPROP;00X99
A10BA;DGPROP;00X99
A10BB;DGPROP;00X99
A10BC;DGPROP;00X99
A10BD;DGPROP;00X99
A10BF;DGPROP;00X99
A10BG;DGPROP;00X99
A10BX;DGPROP;00X99
A10XA;DGPROP;00X99
A11AA;DGPROP;00X99
A11AB;DGPROP;00X99
A11BA;DGPROP;00X99
A11CA;DGPROP;00X99
A11CB;DGPROP;00X99
A11CC;DGPROP;00X99
A11DA;DGPROP;00X99
A11DB;DGPROP;00X99
A11EA;DGPROP;00X99
A11EB;DGPROP;00X99
A11EC;DGPROP;00X99
A11ED;DGPROP;00X99
A11EX;DGPROP;00X99
A11GA;DGPROP;00X99
A11GB;DGPROP;00X99
A11HA;DGPROP;00X99
A11JA;DGPROP;00X99
A11JB;DGPROP;00X99
A11JC;DGPROP;00X99
A12AA;DGPROP;00X99
A12AX;DGPROP;00X99
A12BA;DGPROP;00X99
A12CA;DGPROP;00X99
A12CB;DGPROP;00X99
A12CC;DGPROP;00X99
A12CD;DGPROP;00X99
A12CE;DGPROP;00X99
A12CX;DGPROP;00X99
A14AA;DGPROP;00X99
A14AB;DGPROP;00X99
A16AA;DGPROP;00X99
A16AB;DGPROP;00X99
A16AX;DGPROP;00X99
AA001;PROCPR;40V52
AA001;DGPROP;00X99
AA002;PROCPR;40V53
AA002;DGPROP;00X99
AA003;PROCPR;01V06
AA003;DGPROP;00X99
AA004;OR;2
AA004;DGPROP;00X99
AA005;OR;2
AA005;DGPROP;00X99
AA006;OR;2
AA006;DGPROP;00X99
AA007;OR;2
AA007;DGPROP;00X99
AA008;OR;2
AA008;DGPROP;00X99
AA009;OR;2
AA009;DGPROP;00X99
AA010;OR;2
AA010;DGPROP;00X99
AA011;OR;2
AA011;DGPROP;00X99
AA012;OR;2
AA012;DGPROP;00X99
AA013;OR;2
AA013;DGPROP;00X99
AA014;OR;2
AA014;DGPROP;00X99
AA015;OR;2
AA015;DGPROP;00X99
AA016;OR;2
AA016;DGPROP;00X99
AA017;OR;2
AA017;DGPROP;00X99
AA018;PROCPR;05V13
AA018;DGPROP;00X99
AA019;PROCPR;01V05
AA019;DGPROP;00X99
AA020;DGPROP;00X99
AA021;PROCPR;01V06
AA021;DGPROP;00X99
AA022;PROCPR;01V06
AA022;DGPROP;00X99
AA023;PROCPR;01V06
AA023;DGPROP;00X99
AA024;PROCPR;01V06
AA024;DGPROP;00X99
AA025;PROCPR;01V07
AA025;DGPROP;00X99
AA026;PROCPR;01V07
AA026;DGPROP;00X99
AA027;PROCPR;01V07
AA027;DGPROP;00X99
AA028;PROCPR;01V07
AA028;DGPROP;00X99
AA029;PROCPR;01V07
AA029;DGPROP;00X99
AA030;PROCPR;01V07
AA030;DGPROP;00X99
AA031;PROCPR;03V06
AA031;DGPROP;00X99
AA032;PROCPR;40V50
AA032;DGPROP;00X99
AA033;DGPROP;00X99
AA034;OR;2
AA034;DGPROP;00X99
AA035;OR;2
AA035;DGPROP;00X99
AA036;OR;2
AA036;DGPROP;00X99
AA037;DGPROP;00X99
AA038;PROCPR;03V08
AA038;DGPROP;00X99
AA039;DGPROP;00X99
AA041;DGPROP;00X99
AA042;OR;1
AA042;DGPROP;00X99
AA043;PROCPR;01V03
AA043;DGPROP;00X99
AA045;OR;2
AA045;DGPROP;00X99
AA046;OR;2
AA046;DGPROP;00X99
AA047;OR;2
AA047;DGPROP;00X99
AA048;OR;2
AA048;DGPROP;00X99
AA049;OR;2
AA049;DGPROP;00X99
AA050;OR;2
AA050;DGPROP;00X99
AA051;OR;2
AA051;DGPROP;00X99
AA052;PROCPR;19V01
AA052;DGPROP;00X99
AA053;OR;2
AA053;DGPROP;00X99
AA054;OR;2
AA054;DGPROP;00X99
AA055;OR;2
AA055;DGPROP;00X99
AA056;OR;2
AA056;DGPROP;00X99
AA057;OR;2
AA057;DGPROP;00X99
AA058;PROCPR;01V07
AA058;DGPROP;00X99
AA059;PROCPR;00S99
AA060;PROCPR;19V01
AA060;DGPROP;00X99
AA062;DGPROP;00X99
AA063;DGPROP;00X99
AA064;PROCPR;01V01
AA064;DGPROP;00X99
AA066;DGPROP;00X99
AA067;DGPROP;00X99
AA068;DGPROP;00X99
AA069;DGPROP;00X99
AA070;PROCPR;40V50
AA070;DGPROP;00X99
AA071;PROCPR;40V50
AA071;DGPROP;00X99
AA072;PROCPR;40V50
AA072;DGPROP;00X99
AA073;PROCPR;40V50
AA073;DGPROP;00X99
AA074;PROCPR;40V50
AA074;DGPROP;00X99
AA075;PROCPR;40V50
AA075;DGPROP;00X99
AA076;PROCPR;40V50
AA076;DGPROP;00X99
AA077;PROCPR;40V50
AA077;DGPROP;00X99
AA078;DGPROP;00X99
AA079;PROCPR;40V35
AA079;PROCPR;40V53
AA079;DGPROP;00X99
AA080;PROCPR;03V08
AA080;DGPROP;00X99
AA081;OR;1
AA081;PROCPR;01S01
AA081;DGPROP;00X99
AA081;PROCPR;99S90
AA082;PROCPR;01V01
AA082;DGPROP;00X99
AA083;DGPROP;00X99
AA084;DGPROP;00X99
AA085;PROCPR;19V01
AA085;DGPROP;00X99
AA086;DGPROP;00X99
AA087;PROCPR;40V35
AA087;DGPROP;00X99
AA089;PROCPR;01V06
AA089;DGPROP;00X99
AA090;PROCPR;01V06
AA090;DGPROP;00X99
AA091;DGPROP;00X99
AA092;PROCPR;01V06
AA092;DGPROP;00X99
AA093;PROCPR;03V02
AA093;DGPROP;00X99
AA094;PROCPR;03V02
AA094;DGPROP;00X99
AA095;PROCPR;01V06
AA095;DGPROP;00X99
AA096;PROCPR;10V05
AA096;DGPROP;00X99
AA097;PROCPR;05V13
AA097;DGPROP;00X99
AA098;DGPROP;00X99
AA100;PROCPR;40V52
AA100;DGPROP;00X99
AA101;PROCPR;40V52
AA101;DGPROP;00X99
AA102;PROCPR;40V52
AA102;DGPROP;00X99
AA103;PROCPR;40V52
AA103;DGPROP;00X99
AA200;PROCPR;40V51
AA200;DGPROP;00X99
AA210;PROCPR;40V51
AA210;DGPROP;00X99
AA220;DGPROP;00X99
AA221;PROCPR;40V51
AA221;DGPROP;00X99
AA230;PROCPR;40V51
AA230;DGPROP;00X99
AAA00;OR;1
AAA00;PROCPR;01S01
AAA00;PROCPR;10S09
AAA00;PROCPR;14S90
AAA00;PROCPR;17S01
AAA00;PROCPR;21S04
AAA00;DGPROP;00X99
AAA00;PROCPR;99S90
AAA10;OR;1
AAA10;PROCPR;01S01
AAA10;PROCPR;10S09
AAA10;PROCPR;14S90
AAA10;PROCPR;17S01
AAA10;PROCPR;21S04
AAA10;DGPROP;00X99
AAA10;PROCPR;99S90
AAA20;OR;1
AAA20;PROCPR;01S01
AAA20;PROCPR;14S90
AAA20;PROCPR;17S01
AAA20;PROCPR;21S04
AAA20;DGPROP;00X99
AAA20;PROCPR;99S90
AAA25;OR;1
AAA25;PROCPR;01S01
AAA25;PROCPR;14S90
AAA25;PROCPR;17S01
AAA25;PROCPR;21S04
AAA25;DGPROP;00X99
AAA25;PROCPR;99S90
AAA27;OR;1
AAA27;PROCPR;01S01
AAA27;PROCPR;14S90
AAA27;PROCPR;17S01
AAA27;PROCPR;21S04
AAA27;DGPROP;00X99
AAA27;PROCPR;99S90
AAA30;OR;1
AAA30;PROCPR;01S01
AAA30;PROCPR;14S90
AAA30;PROCPR;17S01
AAA30;PROCPR;21S04
AAA30;DGPROP;00X99
AAA30;PROCPR;99S90
AAA35;OR;1
AAA35;PROCPR;01S01
AAA35;PROCPR;14S90
AAA35;PROCPR;17S01
AAA35;PROCPR;21S04
AAA35;DGPROP;00X99
AAA35;PROCPR;99S90
AAA40;OR;1
AAA40;PROCPR;01S01
AAA40;PROCPR;14S90
AAA40;PROCPR;17S01
AAA40;PROCPR;21S04
AAA40;DGPROP;00X99
AAA40;PROCPR;99S90
AAA50;OR;1
AAA50;PROCPR;01S01
AAA50;PROCPR;10S09
AAA50;PROCPR;14S90
AAA50;PROCPR;17S01
AAA50;PROCPR;21S04
AAA50;DGPROP;00X99
AAA50;PROCPR;99S90
AAA99;OR;1
AAA99;PROCPR;01S01
AAA99;PROCPR;10S09
AAA99;PROCPR;14S90
AAA99;PROCPR;17S01
AAA99;PROCPR;21S04
AAA99;DGPROP;00X99
AAA99;PROCPR;99S90
AAB00;OR;1
AAB00;PROCPR;01S01
AAB00;PROCPR;01S26
AAB00;PROCPR;10S09
AAB00;PROCPR;14S90
AAB00;PROCPR;15S01
AAB00;PROCPR;17S01
AAB00;PROCPR;21S04
AAB00;DGPROP;00X99
AAB00;PROCPR;99S90
AAB10;OR;1
AAB10;PROCPR;01S01
AAB10;PROCPR;01S26
AAB10;PROCPR;10S09
AAB10;PROCPR;14S90
AAB10;PROCPR;15S01
AAB10;PROCPR;17S01
AAB10;PROCPR;21S04
AAB10;DGPROP;00X99
AAB10;PROCPR;99S90
AAB20;OR;1
AAB20;PROCPR;01S01
AAB20;PROCPR;01S26
AAB20;PROCPR;10S09
AAB20;PROCPR;14S90
AAB20;PROCPR;15S01
AAB20;PROCPR;17S01
AAB20;PROCPR;21S04
AAB20;DGPROP;00X99
AAB20;PROCPR;99S90
AAB30;OR;1
AAB30;PROCPR;01S01
AAB30;PROCPR;01S26
AAB30;PROCPR;14S90
AAB30;PROCPR;15S01
AAB30;PROCPR;21S04
AAB30;DGPROP;00X99
AAB30;PROCPR;99S90
AAB99;OR;1
AAB99;PROCPR;01S01
AAB99;PROCPR;01S26
AAB99;PROCPR;08S11
AAB99;PROCPR;10S09
AAB99;PROCPR;14S90
AAB99;PROCPR;15S01
AAB99;PROCPR;21S04
AAB99;DGPROP;00X99
AAB99;PROCPR;99S90
AAC00;OR;1
AAC00;PROCPR;01S01
AAC00;PROCPR;01S27
AAC00;PROCPR;05S11
AAC00;PROCPR;14S90
AAC00;PROCPR;15S01
AAC00;PROCPR;21S04
AAC00;DGPROP;00X99
AAC00;PROCPR;99S90
AAC05;OR;1
AAC05;PROCPR;01S01
AAC05;PROCPR;01S27
AAC05;PROCPR;05S11
AAC05;PROCPR;14S90
AAC05;PROCPR;15S01
AAC05;PROCPR;21S04
AAC05;DGPROP;00X99
AAC05;PROCPR;99S90
AAC10;OR;1
AAC10;PROCPR;01S01
AAC10;PROCPR;01S27
AAC10;PROCPR;05S11
AAC10;PROCPR;14S90
AAC10;PROCPR;15S01
AAC10;PROCPR;21S04
AAC10;DGPROP;00X99
AAC10;PROCPR;99S90
AAC15;OR;1
AAC15;PROCPR;01S01
AAC15;PROCPR;01S27
AAC15;PROCPR;05S11
AAC15;PROCPR;14S90
AAC15;PROCPR;15S01
AAC15;PROCPR;21S04
AAC15;DGPROP;00X99
AAC15;PROCPR;99S90
AAC20;OR;1
AAC20;PROCPR;01S01
AAC20;PROCPR;01S27
AAC20;PROCPR;14S90
AAC20;PROCPR;15S01
AAC20;PROCPR;21S04
AAC20;DGPROP;00X99
AAC20;PROCPR;99S90
AAC30;OR;1
AAC30;PROCPR;01S01
AAC30;PROCPR;01S27
AAC30;PROCPR;05S15
AAC30;PROCPR;14S90
AAC30;PROCPR;15S01
AAC30;PROCPR;21S04
AAC30;DGPROP;00X99
AAC30;PROCPR;99S90
AAC40;OR;1
AAC40;PROCPR;01S01
AAC40;PROCPR;01S27
AAC40;PROCPR;05S15
AAC40;PROCPR;14S90
AAC40;PROCPR;15S01
AAC40;PROCPR;21S04
AAC40;DGPROP;00X99
AAC40;PROCPR;99S90
AAC99;OR;1
AAC99;PROCPR;01S01
AAC99;PROCPR;01S27
AAC99;PROCPR;05S11
AAC99;PROCPR;14S90
AAC99;PROCPR;21S04
AAC99;DGPROP;00X99
AAC99;PROCPR;99S90
AAD00;OR;1
AAD00;PROCPR;01S01
AAD00;PROCPR;08S20
AAD00;PROCPR;14S90
AAD00;PROCPR;17S01
AAD00;PROCPR;21S04
AAD00;DGPROP;00X99
AAD00;PROCPR;99S90
AAD05;OR;1
AAD05;PROCPR;01S01
AAD05;PROCPR;08S20
AAD05;PROCPR;14S90
AAD05;PROCPR;17S01
AAD05;PROCPR;21S04
AAD05;DGPROP;00X99
AAD05;PROCPR;99S90
AAD10;OR;1
AAD10;PROCPR;01S29
AAD10;PROCPR;08S20
AAD10;PROCPR;14S90
AAD10;PROCPR;17S01
AAD10;PROCPR;21S04
AAD10;DGPROP;00X99
AAD10;PROCPR;99S90
AAD15;OR;1
AAD15;PROCPR;01S01
AAD15;PROCPR;08S20
AAD15;PROCPR;14S90
AAD15;PROCPR;17S01
AAD15;PROCPR;21S04
AAD15;DGPROP;00X99
AAD15;PROCPR;99S90
AAD30;OR;1
AAD30;PROCPR;01S01
AAD30;PROCPR;08S20
AAD30;PROCPR;14S90
AAD30;PROCPR;21S04
AAD30;DGPROP;00X99
AAD30;PROCPR;99S90
AAD40;OR;1
AAD40;PROCPR;01S01
AAD40;PROCPR;08S20
AAD40;PROCPR;14S90
AAD40;PROCPR;21S04
AAD40;DGPROP;00X99
AAD40;PROCPR;99S90
AAD99;OR;1
AAD99;PROCPR;01S01
AAD99;PROCPR;02S01
AAD99;PROCPR;08S20
AAD99;PROCPR;14S90
AAD99;PROCPR;21S04
AAD99;DGPROP;00X99
AAD99;PROCPR;99S90
AAE00;OR;1
AAE00;PROCPR;01S01
AAE00;PROCPR;10S09
AAE00;PROCPR;14S90
AAE00;PROCPR;21S04
AAE00;DGPROP;00X99
AAE00;PROCPR;99S90
AAE10;OR;1
AAE10;PROCPR;01S01
AAE10;PROCPR;10S09
AAE10;PROCPR;14S90
AAE10;PROCPR;21S04
AAE10;DGPROP;00X99
AAE10;PROCPR;99S90
AAE20;OR;1
AAE20;PROCPR;01S01
AAE20;PROCPR;10S09
AAE20;PROCPR;14S90
AAE20;PROCPR;21S04
AAE20;DGPROP;00X99
AAE20;PROCPR;99S90
AAE25;OR;1
AAE25;PROCPR;01S01
AAE25;PROCPR;03S12
AAE25;PROCPR;14S90
AAE25;PROCPR;21S04
AAE25;DGPROP;00X99
AAE25;PROCPR;99S90
AAE30;OR;1
AAE30;PROCPR;01S01
AAE30;PROCPR;03S12
AAE30;PROCPR;14S90
AAE30;PROCPR;21S04
AAE30;DGPROP;00X99
AAE30;PROCPR;99S90
AAE40;OR;1
AAE40;PROCPR;01S01
AAE40;PROCPR;08S20
AAE40;PROCPR;14S90
AAE40;PROCPR;21S04
AAE40;DGPROP;00X99
AAE40;PROCPR;99S90
AAE50;OR;1
AAE50;PROCPR;01S01
AAE50;PROCPR;08S20
AAE50;PROCPR;14S90
AAE50;PROCPR;21S04
AAE50;DGPROP;00X99
AAE50;PROCPR;99S90
AAE99;OR;1
AAE99;PROCPR;01S01
AAE99;PROCPR;08S20
AAE99;PROCPR;14S90
AAE99;PROCPR;21S04
AAE99;DGPROP;00X99
AAE99;PROCPR;99S90
AAF00;OR;1
AAF00;PROCPR;01S01
AAF00;PROCPR;01S28
AAF00;PROCPR;14S90
AAF00;PROCPR;15S01
AAF00;PROCPR;21S04
AAF00;DGPROP;00X99
AAF00;PROCPR;99S90
AAF05;OR;1
AAF05;PROCPR;01S01
AAF05;PROCPR;01S28
AAF05;PROCPR;14S90
AAF05;PROCPR;15S01
AAF05;PROCPR;21S04
AAF05;DGPROP;00X99
AAF05;PROCPR;99S90
AAF10;OR;1
AAF10;PROCPR;01S02
AAF10;PROCPR;01S28
AAF10;PROCPR;14S90
AAF10;PROCPR;21S04
AAF10;DGPROP;00X99
AAF10;PROCPR;99S90
AAF15;OR;1
AAF15;PROCPR;01S01
AAF15;PROCPR;01S28
AAF15;PROCPR;14S90
AAF15;PROCPR;15S01
AAF15;PROCPR;21S04
AAF15;DGPROP;00X99
AAF15;PROCPR;99S90
AAF20;OR;1
AAF20;PROCPR;01S01
AAF20;PROCPR;01S28
AAF20;PROCPR;14S90
AAF20;PROCPR;15S01
AAF20;PROCPR;21S04
AAF20;DGPROP;00X99
AAF20;PROCPR;99S90
AAF25;OR;1
AAF25;PROCPR;01S01
AAF25;PROCPR;01S28
AAF25;PROCPR;14S90
AAF25;PROCPR;21S04
AAF25;DGPROP;00X99
AAF25;PROCPR;99S90
AAF30;OR;1
AAF30;PROCPR;01S01
AAF30;PROCPR;01S28
AAF30;PROCPR;14S90
AAF30;PROCPR;21S04
AAF30;DGPROP;00X99
AAF30;PROCPR;99S90
AAF35;OR;1
AAF35;PROCPR;01S01
AAF35;PROCPR;01S28
AAF35;PROCPR;14S90
AAF35;DGPROP;00X99
AAF35;PROCPR;99S90
AAF40;OR;1
AAF40;PROCPR;01S01
AAF40;PROCPR;01S28
AAF40;PROCPR;14S90
AAF40;PROCPR;15S01
AAF40;PROCPR;21S04
AAF40;DGPROP;00X99
AAF40;PROCPR;99S90
AAF45;OR;1
AAF45;PROCPR;01S01
AAF45;PROCPR;01S28
AAF45;PROCPR;14S90
AAF45;PROCPR;15S01
AAF45;PROCPR;21S04
AAF45;DGPROP;00X99
AAF45;PROCPR;99S90
AAF99;OR;1
AAF99;PROCPR;01S01
AAF99;PROCPR;01S28
AAF99;PROCPR;14S90
AAF99;PROCPR;15S01
AAF99;PROCPR;21S04
AAF99;DGPROP;00X99
AAF99;PROCPR;99S90
AAG00;OR;1
AAG00;PROCPR;01S01
AAG00;PROCPR;10S09
AAG00;PROCPR;14S90
AAG00;PROCPR;17S01
AAG00;DGPROP;00X99
AAG00;PROCPR;99S90
AAG10;OR;1
AAG10;PROCPR;01S01
AAG10;PROCPR;14S90
AAG10;PROCPR;17S01
AAG10;PROCPR;21S04
AAG10;DGPROP;00X99
AAG10;PROCPR;99S90
AAG20;OR;1
AAG20;PROCPR;01S51
AAG20;PROCPR;14S90
AAG20;PROCPR;17S01
AAG20;PROCPR;21S04
AAG20;DGPROP;00X99
AAG30;OR;1
AAG30;PROCPR;01S01
AAG30;PROCPR;10S09
AAG30;PROCPR;14S90
AAG30;PROCPR;17S01
AAG30;DGPROP;00X99
AAG30;PROCPR;99S90
AAG40;OR;1
AAG40;PROCPR;01S01
AAG40;PROCPR;14S90
AAG40;PROCPR;17S01
AAG40;PROCPR;21S04
AAG40;DGPROP;00X99
AAG40;PROCPR;99S90
AAG50;OR;1
AAG50;PROCPR;01S01
AAG50;PROCPR;01S50
AAG50;PROCPR;10S09
AAG50;PROCPR;14S90
AAG50;PROCPR;17S01
AAG50;DGPROP;00X99
AAG50;PROCPR;99S90
AAG99;OR;1
AAG99;PROCPR;01S01
AAG99;PROCPR;10S09
AAG99;PROCPR;14S90
AAG99;PROCPR;17S01
AAG99;PROCPR;21S04
AAG99;DGPROP;00X99
AAG99;PROCPR;99S90
AAH10;OR;1
AAH10;PROCPR;01S05
AAH10;PROCPR;03S12
AAH10;PROCPR;14S90
AAH10;PROCPR;21S09
AAH10;DGPROP;00X99
AAH20;OR;1
AAH20;PROCPR;01S05
AAH20;PROCPR;03S12
AAH20;PROCPR;14S90
AAH20;PROCPR;21S09
AAH20;DGPROP;00X99
AAH30;OR;1
AAH30;PROCPR;01S05
AAH30;PROCPR;03S12
AAH30;PROCPR;14S90
AAH30;PROCPR;21S09
AAH30;DGPROP;00X99
AAH40;OR;2
AAH40;PROCPR;01S05
AAH40;PROCPR;01V02
AAH40;DGPROP;00X99
AAH50;OR;1
AAH50;PROCPR;01S05
AAH50;PROCPR;03S12
AAH50;PROCPR;14S90
AAH50;PROCPR;21S09
AAH50;DGPROP;00X99
AAH60;OR;1
AAH60;PROCPR;01S01
AAH60;PROCPR;03S12
AAH60;PROCPR;14S90
AAH60;PROCPR;21S09
AAH60;DGPROP;00X99
AAH60;PROCPR;99S90
AAH70;OR;1
AAH70;PROCPR;01S05
AAH70;PROCPR;03S12
AAH70;PROCPR;14S90
AAH70;PROCPR;21S09
AAH70;DGPROP;00X99
AAH80;OR;1
AAH80;PROCPR;01S05
AAH80;PROCPR;03S12
AAH80;PROCPR;14S90
AAH80;PROCPR;21S09
AAH80;DGPROP;00X99
AAH99;OR;1
AAH99;PROCPR;01S05
AAH99;PROCPR;03S12
AAH99;PROCPR;14S90
AAH99;PROCPR;21S09
AAH99;DGPROP;00X99
AAJ00;OR;1
AAJ00;PROCPR;01S01
AAJ00;PROCPR;14S90
AAJ00;PROCPR;17S01
AAJ00;PROCPR;21S04
AAJ00;DGPROP;00X99
AAJ00;PROCPR;99S90
AAJ10;OR;1
AAJ10;PROCPR;01S01
AAJ10;PROCPR;14S90
AAJ10;PROCPR;17S01
AAJ10;PROCPR;21S04
AAJ10;DGPROP;00X99
AAJ10;PROCPR;99S90
AAJ15;OR;1
AAJ15;PROCPR;01S01
AAJ15;PROCPR;14S90
AAJ15;PROCPR;17S01
AAJ15;PROCPR;21S04
AAJ15;DGPROP;00X99
AAJ15;PROCPR;99S90
AAJ20;OR;1
AAJ20;PROCPR;01S01
AAJ20;PROCPR;14S90
AAJ20;PROCPR;17S01
AAJ20;PROCPR;21S04
AAJ20;DGPROP;00X99
AAJ20;PROCPR;99S90
AAJ25;OR;1
AAJ25;PROCPR;01S01
AAJ25;PROCPR;14S90
AAJ25;PROCPR;17S01
AAJ25;PROCPR;21S04
AAJ25;DGPROP;00X99
AAJ25;PROCPR;99S90
AAJ30;OR;1
AAJ30;PROCPR;01S01
AAJ30;PROCPR;14S90
AAJ30;PROCPR;17S01
AAJ30;PROCPR;21S04
AAJ30;DGPROP;00X99
AAJ30;PROCPR;99S90
AAJ35;OR;1
AAJ35;PROCPR;01S01
AAJ35;PROCPR;14S90
AAJ35;PROCPR;17S01
AAJ35;PROCPR;21S04
AAJ35;DGPROP;00X99
AAJ35;PROCPR;99S90
AAJ99;OR;1
AAJ99;PROCPR;01S01
AAJ99;PROCPR;14S90
AAJ99;PROCPR;17S01
AAJ99;PROCPR;21S04
AAJ99;DGPROP;00X99
AAJ99;PROCPR;99S90
AAK00;OR;1
AAK00;PROCPR;01S01
AAK00;PROCPR;08S20
AAK00;PROCPR;14S90
AAK00;PROCPR;21S04
AAK00;DGPROP;00X99
AAK00;PROCPR;99S90
AAK10;OR;1
AAK10;PROCPR;01S01
AAK10;PROCPR;08S20
AAK10;PROCPR;14S90
AAK10;PROCPR;21S04
AAK10;DGPROP;00X99
AAK10;PROCPR;99S90
AAK20;OR;1
AAK20;PROCPR;01S01
AAK20;PROCPR;08S20
AAK20;PROCPR;14S90
AAK20;DGPROP;00X99
AAK20;PROCPR;99S90
AAK30;OR;1
AAK30;PROCPR;01S01
AAK30;PROCPR;08S20
AAK30;PROCPR;14S90
AAK30;PROCPR;15S01
AAK30;DGPROP;00X99
AAK30;PROCPR;99S90
AAK40;OR;1
AAK40;PROCPR;01S01
AAK40;PROCPR;08S20
AAK40;PROCPR;14S90
AAK40;PROCPR;15S01
AAK40;PROCPR;21S04
AAK40;DGPROP;00X99
AAK40;PROCPR;99S90
AAK50;OR;1
AAK50;PROCPR;01S01
AAK50;PROCPR;08S20
AAK50;PROCPR;14S90
AAK50;PROCPR;21S04
AAK50;DGPROP;00X99
AAK50;PROCPR;99S90
AAK60;OR;1
AAK60;PROCPR;01S01
AAK60;PROCPR;08S20
AAK60;PROCPR;14S90
AAK60;PROCPR;21S04
AAK60;DGPROP;00X99
AAK60;PROCPR;99S90
AAK70;OR;2
AAK70;PROCPR;08S04
AAK70;PROCPR;17V08
AAK70;DGPROP;00X99
AAK75;OR;1
AAK75;PROCPR;08S20
AAK75;PROCPR;14S90
AAK75;DGPROP;00X99
AAK80;OR;1
AAK80;PROCPR;01S01
AAK80;PROCPR;08S20
AAK80;PROCPR;14S90
AAK80;PROCPR;21S04
AAK80;DGPROP;00X99
AAK80;PROCPR;99S90
AAK85;OR;1
AAK85;PROCPR;01S01
AAK85;PROCPR;08S20
AAK85;PROCPR;14S90
AAK85;PROCPR;21S04
AAK85;DGPROP;00X99
AAK85;PROCPR;99S90
AAK99;OR;1
AAK99;PROCPR;01S01
AAK99;PROCPR;08S20
AAK99;PROCPR;14S90
AAK99;PROCPR;21S04
AAK99;DGPROP;00X99
AAK99;PROCPR;99S90
AAL00;OR;1
AAL00;PROCPR;01S27
AAL00;PROCPR;14S90
AAL00;PROCPR;15S01
AAL00;PROCPR;21S04
AAL00;DGPROP;00X99
AAL00;PROCPR;99S90
AAL10;OR;1
AAL10;PROCPR;01S27
AAL10;PROCPR;14S90
AAL10;PROCPR;21S04
AAL10;DGPROP;00X99
AAL10;PROCPR;99S90
AAL20;OR;1
AAL20;PROCPR;01S27
AAL20;PROCPR;14S90
AAL20;PROCPR;15S01
AAL20;PROCPR;21S04
AAL20;DGPROP;00X99
AAL20;PROCPR;99S90
AAL30;OR;1
AAL30;PROCPR;01S27
AAL30;PROCPR;05S15
AAL30;PROCPR;14S90
AAL30;PROCPR;15S01
AAL30;PROCPR;21S04
AAL30;DGPROP;00X99
AAL30;PROCPR;99S90
AAL40;OR;1
AAL40;PROCPR;01S27
AAL40;PROCPR;14S90
AAL40;PROCPR;21S04
AAL40;DGPROP;00X99
AAL40;PROCPR;99S90
AAL99;OR;1
AAL99;PROCPR;01S27
AAL99;PROCPR;14S90
AAL99;PROCPR;21S04
AAL99;DGPROP;00X99
AAL99;PROCPR;99S90
AAM00;OR;1
AAM00;PROCPR;01S01
AAM00;PROCPR;14S90
AAM00;PROCPR;15S01
AAM00;PROCPR;17S01
AAM00;PROCPR;21S04
AAM00;DGPROP;00X99
AAM00;PROCPR;99S90
AAM10;OR;1
AAM10;PROCPR;01S01
AAM10;PROCPR;14S90
AAM10;PROCPR;15S01
AAM10;PROCPR;17S01
AAM10;PROCPR;21S04
AAM10;DGPROP;00X99
AAM10;PROCPR;99S90
AAM30;OR;1
AAM30;PROCPR;01S01
AAM30;PROCPR;14S90
AAM30;PROCPR;17S01
AAM30;PROCPR;21S04
AAM30;DGPROP;00X99
