CODE;D_CODE;VARTYPE;VARVAL
A391;;MDC;18
A391;;DGPROP;18X99
A391;;DGPROP;15X36
A391;;COMPL;18G10
A392;;COMPL;18C10
A392;;DGCAT;18M01
A392;;MDC;18
A392;;DGPROP;18X99
A392;;DGPROP;15X36
A393;;COMPL;18C10
A393;;DGCAT;18M01
A393;;MDC;18
A393;;DGPROP;18X99
A393;;DGPROP;15X36
A394;;DGCAT;18M01
A394;;MDC;18
A394;;DGPROP;18X99
A394;;DGPROP;15X36
A394;;COMPL;18G20
A395;;DGCAT;05M99
A395;;MDC;5
A395;;DGPROP;05X99
A395;;DGPROP;15X33
A395;;COMPL;05G31
A398;;DGCAT;18M01
A398;;MDC;18
A398;;DGPROP;18X99
A398;;DGPROP;15X36
A398;;COMPL;18G10
A399;;COMPL;18C10
A399;;DGCAT;18M01
A399;;MDC;18
A399;;DGPROP;18X99
A399;;DGPROP;15X36
A400;;COMPL;18C20
A400;;DGCAT;18M01
A400;;MDC;18
A400;;DGPROP;18X99
A400;;DGPROP;15X36
A400;;DGPROP;18X02
A400;;PDGPRO;18P01
A401;;COMPL;18C20
A401;;DGCAT;18M01
A401;;MDC;18
A401;;DGPROP;18X99
A401;;DGPROP;15X36
A401;;DGPROP;18X02
A401;;PDGPRO;18P01
A402;;COMPL;18C20
A402;;DGCAT;18M01
A402;;MDC;18
A402;;DGPROP;18X99
A402;;DGPROP;15X36
A402;;DGPROP;18X02
A402;;PDGPRO;18P01
A403;;COMPL;18C20
A403;;DGCAT;18M01
A403;;MDC;18
A403;;DGPROP;18X99
A403;;DGPROP;15X36
A403;;DGPROP;18X02
A403;;PDGPRO;18P01
A408;;COMPL;18C20
A408;;DGCAT;18M01
A408;;MDC;18
A408;;DGPROP;18X99
A408;;DGPROP;15X36
A408;;DGPROP;18X02
A408;;PDGPRO;18P01
A409;;DGCAT;18M01
A409;;MDC;18
A409;;DGPROP;18X99
A409;;DGPROP;15X36
A409;;DGPROP;18X02
A409;;PDGPRO;18P01
A409;;COMPL;18G20
A410;;DGCAT;18M01
A410;;MDC;18
A410;;DGPROP;18X99
A410;;DGPROP;15X36
A410;;DGPROP;18X02
A410;;PDGPRO;18P01
A410;;COMPL;18G20
A411;;DGCAT;18M01
A411;;MDC;18
A411;;DGPROP;18X99
A411;;DGPROP;15X36
A411;;DGPROP;18X02
A411;;PDGPRO;18P01
A411;;COMPL;18G20
A412;;DGCAT;18M01
A412;;MDC;18
A412;;DGPROP;18X99
A412;;DGPROP;15X36
A412;;DGPROP;18X02
A412;;PDGPRO;18P01
A412;;COMPL;18G20
A413;;DGCAT;18M01
A413;;MDC;18
A413;;DGPROP;18X99
A413;;DGPROP;15X36
A413;;DGPROP;18X02
A413;;PDGPRO;18P01
A413;;COMPL;18G20
A414;;DGCAT;18M01
A414;;MDC;18
A414;;DGPROP;18X99
A414;;DGPROP;18X02
A414;;PDGPRO;18P01
A414;;COMPL;18G20
A415;;DGCAT;18M01
A415;;MDC;18
A415;;DGPROP;18X99
A415;;DGPROP;15X36
A415;;DGPROP;18X02
A415;;PDGPRO;18P01
A415;;COMPL;18G20
A418;;DGCAT;18M01
A418;;MDC;18
A418;;DGPROP;18X99
A418;;DGPROP;15X36
A418;;DGPROP;18X02
A418;;PDGPRO;18P01
A418;;COMPL;18G20
A419;;DGCAT;18M01
A419;;MDC;18
A419;;DGPROP;18X99
A419;;DGPROP;15X36
A419;;DGPROP;18X02
A419;;PDGPRO;18P01
A419;;COMPL;18G20
A420;;COMPL;04C01
A420;;DGCAT;04M02
A420;;MDC;4
A420;;DGPROP;04X99
A420;;DGPROP;15X31
A420;;DGPROP;18X02
A420;;PDGPRO;18P01
A421;;COMPL;18C90
A421;;DGCAT;06M99
A421;;MDC;6
A421;;DGPROP;06X99
A421;;DGPROP;15X34
A421;;DGPROP;18X02
A421;;PDGPRO;18P01
A422;;COMPL;18C90
A422;;DGCAT;09M99
A422;;MDC;9
A422;;DGPROP;09X99
A422;;DGPROP;15X36
A422;;DGPROP;18X02
A422;;PDGPRO;18P01
A427;;DGCAT;18M99
A427;;MDC;18
A427;;DGPROP;18X99
A427;;DGPROP;15X36
A427;;DGPROP;18X02
A427;;PDGPRO;18P01
A428;;COMPL;18C90
A428;;DGCAT;18M99
A428;;MDC;18
A428;;DGPROP;18X99
A428;;DGPROP;15X36
A428;;DGPROP;18X02
A428;;PDGPRO;18P01
A429;;COMPL;18C90
A429;;DGCAT;18M99
A429;;MDC;18
A429;;DGPROP;18X99
A429;;DGPROP;15X36
A429;;DGPROP;18X02
A429;;PDGPRO;18P01
A430;;DGCAT;04M02
A430;;MDC;4
A430;;DGPROP;04X99
A430;;DGPROP;15X31
A431;;DGCAT;09M99
A431;;MDC;9
A431;;DGPROP;09X99
A431;;DGPROP;15X36
A431;;PDGPRO;18P01
A438;;DGCAT;18M99
A438;;MDC;18
A438;;DGPROP;18X99
A438;;DGPROP;15X36
A439;;DGCAT;18M99
A439;;MDC;18
A439;;DGPROP;18X99
A439;;DGPROP;15X36
A440;;DGCAT;18M99
A440;;MDC;18
A440;;DGPROP;18X99
A440;;DGPROP;15X36
A441;;DGCAT;18M99
A441;;MDC;18
A441;;DGPROP;18X99
A441;;DGPROP;15X36
A448;;DGCAT;18M99
A448;;MDC;18
A448;;DGPROP;18X99
A448;;DGPROP;15X36
A449;;COMPL;18C90
A449;;DGCAT;18M99
A449;;MDC;18
A449;;DGPROP;18X99
A449;;DGPROP;15X36
A46;;DGCAT;09M06
A46;;MDC;9
A46;;DGPROP;09X99
A46;;DGPROP;15X36
A469;;DGCAT;09M06
A469;;MDC;9
A469;;DGPROP;09X99
A469;;DGPROP;15X36
A480;;DGCAT;18M99
A480;;MDC;18
A480;;DGPROP;18X99
A480;;DGPROP;15X36
A480;;COMPL;18G99
A481;;DGCAT;04M02
A481;;MDC;4
A481;;DGPROP;04X99
A481;;DGPROP;15X31
A481;;DGPROP;18X02
A481;;COMPL;04G01
A482;;DGCAT;18M99
A482;;MDC;18
A482;;DGPROP;18X99
A482;;DGPROP;15X36
A483;;DGCAT;18M01
A483;;MDC;18
A483;;DGPROP;18X99
A483;;DGPROP;05X03
A483;;DGPROP;15X36
A483;;COMPL;23G01
A484;;DGCAT;18M99
A484;;MDC;18
A484;;DGPROP;18X99
A484;;DGPROP;15X36
A488;;COMPL;18C90
A488;;DGCAT;18M99
A488;;MDC;18
A488;;DGPROP;18X99
A488;;DGPROP;15X36
A488A;;COMPL;18C90
A488A;;DGCAT;18M99
A488A;;MDC;18
A488A;;DGPROP;18X99
A488A;;DGPROP;15X36
A488B;;DGCAT;03M05
A488B;;MDC;3
A488B;;DGPROP;03X99
A488B;;DGPROP;15X98
A488B;;PDGPRO;05P10
A488W;;COMPL;18C90
A488W;;DGCAT;18M99
A488W;;MDC;18
A488W;;DGPROP;18X99
A488W;;DGPROP;15X36
A490;;DGCAT;18M99
A490;;MDC;18
A490;;DGPROP;18X99
A490;;DGPROP;15X98
A491;;DGCAT;18M99
A491;;MDC;18
A491;;DGPROP;18X99
A491;;DGPROP;15X98
A491A;;DGCAT;18M99
A491A;;MDC;18
A491A;;DGPROP;18X99
A491A;;DGPROP;15X98
A491W;;DGCAT;18M99
A491W;;MDC;18
A491W;;DGPROP;18X99
A491W;;DGPROP;15X98
A492;;DGCAT;18M99
A492;;MDC;18
A492;;DGPROP;18X99
A492;;DGPROP;15X98
A493;;DGCAT;18M99
A493;;MDC;18
A493;;DGPROP;18X99
A493;;DGPROP;15X98
A498;;DGCAT;18M99
A498;;MDC;18
A498;;DGPROP;18X99
A498;;DGPROP;15X98
A498A;;DGCAT;18M99
A498A;;MDC;18
A498A;;DGPROP;18X99
A498A;;DGPROP;15X98
A498W;;DGCAT;18M99
A498W;;MDC;18
A498W;;DGPROP;18X99
A498W;;DGPROP;15X98
A499;;DGCAT;18M99
A499;;MDC;18
A499;;DGPROP;18X99
A499;;DGPROP;15X98
A500;;COMPL;18C03
A500;;DGCAT;18M99
A500;;MDC;18
A500;;DGPROP;18X99
A500;;DGPROP;15X36
A501;;DGCAT;18M99
A501;;MDC;18
A501;;DGPROP;18X99
A501;;DGPROP;15X36
A502;;COMPL;18C03
A502;;DGCAT;18M99
A502;;MDC;18
A502;;DGPROP;18X99
A502;;DGPROP;15X36
A503;;COMPL;18C03
A503;;DGCAT;02M99
A503;;MDC;2
A503;;DGPROP;02X99
A504;;DGCAT;01M09
A504;;MDC;1
A504;;DGPROP;01X99
A504;;COMPL;18G03
A505;;COMPL;18C03
A505;;DGCAT;18M99
A505;;MDC;18
A505;;DGPROP;18X99
A506;;DGCAT;18M99
A506;;MDC;18
A506;;DGPROP;18X99
A507;;DGCAT;18M99
A507;;MDC;18
A507;;DGPROP;18X99
A509;;DGCAT;18M99
A509;;MDC;18
A509;;DGPROP;18X99
A510;;DGCAT;98M03
A510;;MDC;98
A510;;DGPROP;98X99
A511;;DGCAT;06M99
A511;;MDC;6
A511;;DGPROP;06X99
A512;;DGCAT;18M99
A512;;MDC;18
A512;;DGPROP;18X99
A513;;COMPL;18C03
A513;;DGCAT;09M99
A513;;MDC;9
A513;;DGPROP;09X99
A513A;;COMPL;18C03
A513A;;DGCAT;09M99
A513A;;MDC;9
A513A;;DGPROP;09X99
A513B;;COMPL;18C03
A513B;;DGCAT;09M99
A513B;;MDC;9
A513B;;DGPROP;09X99
A513C;;COMPL;18C03
A513C;;DGCAT;09M99
A513C;;MDC;9
A513C;;DGPROP;09X99
A513X;;COMPL;18C03
A513X;;DGCAT;09M99
A513X;;MDC;9
A513X;;DGPROP;09X99
A514;;DGCAT;18M99
A514;;MDC;18
A514;;DGPROP;18X99
A514;;COMPL;18G03
A515;;DGCAT;18M99
A515;;MDC;18
A515;;DGPROP;18X99
A519;;DGCAT;18M99
A519;;MDC;18
A519;;DGPROP;18X99
A520;;COMPL;18C03
A520;;DGCAT;05M99
A520;;MDC;5
A520;;DGPROP;05X99
A520;;DGPROP;15X98
A521;;DGCAT;01M03
A521;;MDC;1
A521;;DGPROP;01X99
A521;;COMPL;18G03
A522;;COMPL;18C03
A522;;DGCAT;01M09
A522;;MDC;1
A522;;DGPROP;01X99
A523;;COMPL;18C03
A523;;DGCAT;01M03
A523;;MDC;1
A523;;DGPROP;01X99
A527;;COMPL;18C03
A527;;DGCAT;18M99
A527;;MDC;18
A527;;DGPROP;18X99
A528;;DGCAT;18M99
A528;;MDC;18
A528;;DGPROP;18X99
A529;;DGCAT;18M99
A529;;MDC;18
A529;;DGPROP;18X99
A530;;DGCAT;18M99
A530;;MDC;18
A530;;DGPROP;18X99
A530;;DGPROP;15X36
A539;;DGCAT;18M99
A539;;MDC;18
A539;;DGPROP;18X99
A539;;DGPROP;15X36
A540;;COMPL;18C01
A540;;DGCAT;98M03
A540;;MDC;98
A540;;DGPROP;98X99
A540;;DGPROP;15X98
A540A;;COMPL;18C01
A540A;;DGCAT;13M03
A540A;;MDC;13
A540A;;DGPROP;13X99
A540A;;DGPROP;15X98
A540C;;COMPL;18C01
A540C;;DGCAT;98M03
A540C;;MDC;98
A540C;;DGPROP;98X99
A540C;;DGPROP;15X98
A540D;;COMPL;18C01
A540D;;DGCAT;13M03
A540D;;MDC;13
A540D;;DGPROP;13X99
A540D;;DGPROP;15X98
A540E;;COMPL;18C01
A540E;;DGCAT;12M03
A540E;;MDC;12
A540E;;DGPROP;12X99
A540E;;DGPROP;15X98
A540F;;COMPL;18C01
A540F;;DGCAT;12M03
A540F;;MDC;12
A540F;;DGPROP;12X99
A540F;;DGPROP;15X98
A540X;;COMPL;18C01
A540X;;DGCAT;98M03
A540X;;MDC;98
A540X;;DGPROP;98X99
A540X;;DGPROP;15X98
A541;;COMPL;18C01
A541;;DGCAT;98M03
A541;;MDC;98
A541;;DGPROP;98X99
A542;;COMPL;18C01
A542;;DGCAT;98M03
A542;;MDC;98
A542;;DGPROP;98X99
A542;;DGPROP;15X98
A543;;COMPL;18C01
A543;;DGCAT;02M99
A543;;MDC;2
A543;;DGPROP;02X99
A543;;DGPROP;15X36
A544;;COMPL;18C01
A544;;DGCAT;08M20
A544;;MDC;8
A544;;DGPROP;08X99
A544;;DGPROP;15X98
A545;;DGCAT;03M05
A545;;MDC;3
A545;;DGPROP;03X99
A545;;DGPROP;15X98
A545;;PDGPRO;00P11
A546;;DGCAT;06M99
A546;;MDC;6
A546;;DGPROP;06X99
A546;;DGPROP;15X98
A548;;DGCAT;18M99
A548;;MDC;18
A548;;DGPROP;18X99
A548;;DGPROP;15X98
A548;;COMPL;18G01
A549;;DGCAT;18M99
A549;;MDC;18
A549;;DGPROP;18X99
A549;;DGPROP;15X98
A55;;DGCAT;98M03
A55;;MDC;98
A55;;DGPROP;98X99
A559;;DGCAT;98M03
A559;;MDC;98
A559;;DGPROP;98X99
A560;;DGCAT;98M03
A560;;MDC;98
A560;;DGPROP;98X99
A560;;DGPROP;15X98
A560A;;DGCAT;13M03
A560A;;MDC;13
A560A;;DGPROP;13X99
A560A;;DGPROP;15X98
A560C;;DGCAT;11M04
A560C;;MDC;11
A560C;;DGPROP;11X99
A560C;;DGPROP;15X98
A560D;;DGCAT;13M03
A560D;;MDC;13
A560D;;DGPROP;13X99
A560D;;DGPROP;15X98
A560X;;DGCAT;98M03
A560X;;MDC;98
A560X;;DGPROP;98X99
A560X;;DGPROP;15X98
A561;;DGCAT;98M03
A561;;MDC;98
A561;;DGPROP;98X99
A562;;DGCAT;98M03
A562;;MDC;98
A562;;DGPROP;98X99
A563;;DGCAT;06M99
A563;;MDC;6
A563;;DGPROP;06X99
A564;;DGCAT;03M05
A564;;MDC;3
A564;;DGPROP;03X99
A564;;PDGPRO;00P11
A568;;COMPL;18C01
A568;;DGCAT;18M99
A568;;MDC;18
A568;;DGPROP;18X99
A57;;DGCAT;98M03
A57;;MDC;98
A57;;DGPROP;98X99
A579;;DGCAT;98M03
A579;;MDC;98
A579;;DGPROP;98X99
A58;;DGCAT;98M03
A58;;MDC;98
A58;;DGPROP;98X99
A589;;DGCAT;98M03
A589;;MDC;98
A589;;DGPROP;98X99
A590;;DGCAT;98M03
A590;;MDC;98
A590;;DGPROP;98X99
A598;;DGCAT;18M99
A598;;MDC;18
A598;;DGPROP;18X99
A599;;DGCAT;18M99
A599;;MDC;18
A599;;DGPROP;18X99
A600;;DGCAT;98M03
A600;;MDC;98
A600;;DGPROP;98X99
A600;;DGPROP;18X02
A601;;DGCAT;98M03
A601;;MDC;98
A601;;DGPROP;98X99
A601;;DGPROP;18X02
A609;;DGCAT;98M03
A609;;MDC;98
A609;;DGPROP;98X99
A609;;DGPROP;18X02
A630;;DGCAT;98M03
A630;;MDC;98
A630;;DGPROP;98X99
A630A;;DGCAT;98M03
A630A;;MDC;98
A630A;;DGPROP;98X99
A630B;;DGCAT;98M03
A630B;;MDC;98
A630B;;DGPROP;98X99
A630X;;DGCAT;98M03
A630X;;MDC;98
A630X;;DGPROP;98X99
A638;;DGCAT;98M03
A638;;MDC;98
A638;;DGPROP;98X99
A64;;DGCAT;98M03
A64;;MDC;98
A64;;DGPROP;98X99
A649;;DGCAT;98M03
A649;;MDC;98
A649;;DGPROP;98X99
A65;;DGCAT;18M99
A65;;MDC;18
A65;;DGPROP;18X99
A65;;DGPROP;15X98
A659;;DGCAT;18M99
A659;;MDC;18
A659;;DGPROP;18X99
A659;;DGPROP;15X98
A660;;DGCAT;09M99
A660;;MDC;9
A660;;DGPROP;09X99
A660;;DGPROP;15X98
A661;;DGCAT;09M99
A661;;MDC;9
A661;;DGPROP;09X99
A661;;DGPROP;15X98
A662;;DGCAT;09M99
A662;;MDC;9
A662;;DGPROP;09X99
A662;;DGPROP;15X98
A663;;DGCAT;09M99
A663;;MDC;9
A663;;DGPROP;09X99
A663;;DGPROP;15X98
A664;;DGCAT;09M99
A664;;MDC;9
A664;;DGPROP;09X99
A664;;DGPROP;15X98
A665;;DGCAT;03M08
A665;;MDC;3
A665;;DGPROP;03X99
A665;;DGPROP;15X98
A665;;PDGPRO;00P11
A666;;DGCAT;08M20
A666;;MDC;8
A666;;DGPROP;08X99
A666;;DGPROP;15X98
A667;;DGCAT;18M99
A667;;MDC;18
A667;;DGPROP;18X99
A667;;DGPROP;15X98
A668;;DGCAT;18M99
A668;;MDC;18
A668;;DGPROP;18X99
A668;;DGPROP;15X98
A669;;DGCAT;18M99
A669;;MDC;18
A669;;DGPROP;18X99
A669;;DGPROP;15X98
A670;;DGCAT;09M99
A670;;MDC;9
A670;;DGPROP;09X99
A670;;DGPROP;15X98
A671;;DGCAT;09M99
A671;;MDC;9
A671;;DGPROP;09X99
A671;;DGPROP;15X98
A672;;DGCAT;18M99
A672;;MDC;18
A672;;DGPROP;18X99
A672;;DGPROP;15X98
A673;;DGCAT;09M99
A673;;MDC;9
A673;;DGPROP;09X99
A673;;DGPROP;15X98
A679;;DGCAT;18M99
A679;;MDC;18
A679;;DGPROP;18X99
A679;;DGPROP;15X98
A680;;COMPL;18C90
A680;;DGCAT;18M99
A680;;MDC;18
A680;;DGPROP;18X99
A680;;DGPROP;15X98
A681;;COMPL;18C90
A681;;DGCAT;18M99
A681;;MDC;18
A681;;DGPROP;18X99
A681;;DGPROP;15X98
A689;;COMPL;18C90
A689;;DGCAT;18M99
A689;;MDC;18
A689;;DGPROP;18X99
A689;;DGPROP;15X98
A690;;COMPL;18C90
A690;;DGCAT;03M99
A690;;MDC;3
A690;;DGPROP;03X99
A690;;DGPROP;15X98
A690;;PDGPRO;00P11
A691;;DGCAT;03M99
A691;;MDC;3
A691;;DGPROP;03X99
A691;;DGPROP;15X98
A691;;PDGPRO;00P11
A692;;COMPL;18C90
A692;;DGCAT;18M99
A692;;MDC;18
A692;;DGPROP;18X99
A692;;DGPROP;15X98
A698;;DGCAT;18M99
A698;;MDC;18
A698;;DGPROP;18X99
A698;;DGPROP;15X98
A699;;DGCAT;18M99
A699;;MDC;18
A699;;DGPROP;18X99
A699;;DGPROP;15X98
A70;;DGCAT;18M04
A70;;MDC;18
A70;;DGPROP;18X99
A70;;DGPROP;15X36
A709;;DGCAT;18M04
A709;;MDC;18
A709;;DGPROP;18X99
A709;;DGPROP;15X36
A710;;DGCAT;02M99
A710;;MDC;2
A710;;DGPROP;02X99
A710;;DGPROP;15X36
A711;;DGCAT;02M99
A711;;MDC;2
A711;;DGPROP;02X99
A711;;DGPROP;15X36
A719;;DGCAT;02M99
A719;;MDC;2
A719;;DGPROP;02X99
A719;;DGPROP;15X36
A740;;DGCAT;02M99
A740;;MDC;2
A740;;DGPROP;02X99
A740;;DGPROP;15X36
A748;;DGCAT;18M04
A748;;MDC;18
A748;;DGPROP;18X99
A748;;DGPROP;15X98
A749;;DGCAT;18M04
A749;;MDC;18
A749;;DGPROP;18X99
A749;;DGPROP;15X36
A750;;COMPL;18C90
A750;;DGCAT;18M99
A750;;MDC;18
A750;;DGPROP;18X99
A750;;DGPROP;15X98
A751;;COMPL;18C90
A751;;DGCAT;18M99
A751;;MDC;18
A751;;DGPROP;18X99
A751;;DGPROP;15X98
A752;;COMPL;18C90
A752;;DGCAT;18M99
A752;;MDC;18
A752;;DGPROP;18X99
A752;;DGPROP;15X98
A753;;COMPL;18C90
A753;;DGCAT;18M99
A753;;MDC;18
A753;;DGPROP;18X99
A753;;DGPROP;15X98
A759;;COMPL;18C90
A759;;DGCAT;18M99
A759;;MDC;18
A759;;DGPROP;18X99
A759;;DGPROP;15X98
A770;;COMPL;18C90
A770;;DGCAT;18M99
A770;;MDC;18
A770;;DGPROP;18X99
A770;;DGPROP;15X98
A771;;COMPL;18C90
A771;;DGCAT;18M99
A771;;MDC;18
A771;;DGPROP;18X99
A771;;DGPROP;15X98
A772;;COMPL;18C90
A772;;DGCAT;18M99
A772;;MDC;18
A772;;DGPROP;18X99
A772;;DGPROP;15X98
A773;;COMPL;18C90
A773;;DGCAT;18M99
A773;;MDC;18
A773;;DGPROP;18X99
A773;;DGPROP;15X98
A778;;COMPL;18C90
A778;;DGCAT;18M99
A778;;MDC;18
A778;;DGPROP;18X99
A778;;DGPROP;15X98
A779;;DGCAT;18M99
A779;;MDC;18
A779;;DGPROP;18X99
A779;;DGPROP;15X98
A78;;DGCAT;18M99
A78;;MDC;18
A78;;DGPROP;18X99
A78;;DGPROP;15X98
A789;;DGCAT;18M99
A789;;MDC;18
A789;;DGPROP;18X99
A789;;DGPROP;15X98
A790;;COMPL;18C90
A790;;DGCAT;18M99
A790;;MDC;18
A790;;DGPROP;18X99
A790;;DGPROP;15X98
A791;;COMPL;18C90
A791;;DGCAT;18M99
A791;;MDC;18
A791;;DGPROP;18X99
A791;;DGPROP;15X98
A798;;COMPL;18C90
A798;;DGCAT;18M99
A798;;MDC;18
A798;;DGPROP;18X99
A798;;DGPROP;15X98
A799;;COMPL;18C90
A799;;DGCAT;18M99
A799;;MDC;18
A799;;DGPROP;18X99
A799;;DGPROP;15X98
A800;;DGCAT;01M09
A800;;MDC;1
A800;;DGPROP;01X99
A800;;DGPROP;15X98
A800;;PDGPRO;01P15
A801;;DGCAT;01M09
A801;;MDC;1
A801;;DGPROP;01X99
A801;;DGPROP;15X98
A801;;PDGPRO;01P15
A802;;DGCAT;01M09
A802;;MDC;1
A802;;DGPROP;01X99
A802;;DGPROP;15X98
A802;;PDGPRO;01P15
A803;;DGCAT;01M09
A803;;MDC;1
A803;;DGPROP;01X99
A803;;DGPROP;15X98
A803;;PDGPRO;01P15
A803;;COMPL;01G12
A804;;DGCAT;18M04
A804;;MDC;18
A804;;DGPROP;18X99
A804;;DGPROP;15X98
A804;;PDGPRO;01P15
A809;;DGCAT;01M09
A809;;MDC;1
A809;;DGPROP;01X99
A809;;DGPROP;15X98
A809;;PDGPRO;01P15
A810;;COMPL;19C05
A810;;DGCAT;01M03
A810;;MDC;1
A810;;DGPROP;01X99
A811;;COMPL;01C41
A811;;DGCAT;01M03
A811;;MDC;1
A811;;DGPROP;01X99
A812;;COMPL;01C41
A812;;DGCAT;01M03
A812;;MDC;1
A812;;DGPROP;01X99
A812;;PDGPRO;18P01
A818;;COMPL;01C41
A818;;DGCAT;01M03
A818;;MDC;1
A818;;DGPROP;01X99
A818;;PDGPRO;18P01
A819;;COMPL;01C41
A819;;DGCAT;01M03
A819;;MDC;1
A819;;DGPROP;01X99
A819;;PDGPRO;18P01
A820;;DGCAT;01M09
A820;;MDC;1
A820;;DGPROP;01X99
A820;;DGPROP;15X98
A821;;DGCAT;01M09
A821;;MDC;1
A821;;DGPROP;01X99
A821;;DGPROP;15X98
A829;;COMPL;01C41
A829;;DGCAT;01M09
A829;;MDC;1
A829;;DGPROP;01X99
A829;;DGPROP;15X98
A830;;DGCAT;01M09
A830;;MDC;1
A830;;DGPROP;01X99
A830;;DGPROP;15X98
A830;;COMPL;01G41
A831;;DGCAT;01M09
A831;;MDC;1
A831;;DGPROP;01X99
A831;;DGPROP;15X98
A831;;COMPL;01G41
A832;;DGCAT;01M09
A832;;MDC;1
A832;;DGPROP;01X99
A832;;DGPROP;15X98
A832;;COMPL;01G41
A833;;DGCAT;01M09
A833;;MDC;1
A833;;DGPROP;01X99
A833;;DGPROP;15X98
A833;;COMPL;01G41
A834;;DGCAT;01M09
A834;;MDC;1
A834;;DGPROP;01X99
A834;;DGPROP;15X98
A834;;COMPL;01G41
A835;;DGCAT;01M09
A835;;MDC;1
A835;;DGPROP;01X99
A835;;DGPROP;15X98
A835;;COMPL;01G41
A836;;DGCAT;01M09
A836;;MDC;1
A836;;DGPROP;01X99
A836;;DGPROP;15X98
A838;;DGCAT;01M09
A838;;MDC;1
A838;;DGPROP;01X99
A838;;DGPROP;15X98
A838;;COMPL;01G41
A839;;DGCAT;01M09
A839;;MDC;1
A839;;DGPROP;01X99
A839;;DGPROP;15X98
A839;;COMPL;01G41
A840;;DGCAT;01M09
A840;;MDC;1
A840;;DGPROP;01X99
A840;;DGPROP;15X98
A840;;COMPL;01G41
A841;;DGCAT;01M09
A841;;MDC;1
A841;;DGPROP;01X99
A841;;DGPROP;15X98
A841;;COMPL;01G41
A848;;DGCAT;01M09
A848;;MDC;1
A848;;DGPROP;01X99
A848;;DGPROP;15X98
A848;;COMPL;01G41
A849;;DGCAT;01M09
A849;;MDC;1
A849;;DGPROP;01X99
A849;;DGPROP;15X98
A849;;COMPL;01G41
A850;;DGCAT;01M09
A850;;MDC;1
A850;;DGPROP;01X99
A850;;DGPROP;15X32
A850;;DGPROP;18X02
A850;;PDGPRO;18P01
A851;;DGCAT;01M09
A851;;MDC;1
A851;;DGPROP;01X99
A851;;DGPROP;15X32
A852;;DGCAT;01M09
A852;;MDC;1
A852;;DGPROP;01X99
A852;;DGPROP;15X32
A852;;COMPL;01G41
A858;;DGCAT;01M09
A858;;MDC;1
A858;;DGPROP;01X99
A858;;DGPROP;15X32
A858;;DGPROP;18X02
A858;;PDGPRO;18P01
A86;;DGCAT;01M09
A86;;MDC;1
A86;;DGPROP;01X99
A86;;DGPROP;15X36
A86;;DGPROP;18X02
A86;;PDGPRO;18P01
A869;;DGCAT;01M09
A869;;MDC;1
A869;;DGPROP;01X99
A869;;DGPROP;15X36
A869;;DGPROP;18X02
A869;;PDGPRO;18P01
A870;;COMPL;01C41
A870;;DGCAT;01M10
A870;;MDC;1
A870;;DGPROP;01X99
A870;;DGPROP;15X32
A870;;DGPROP;18X02
A870A;;COMPL;01C41
A870A;;DGCAT;01M10
A870A;;MDC;1
A870A;;DGPROP;01X99
A870A;;DGPROP;15X32
A870A;;DGPROP;18X02
A870B;;COMPL;01C41
A870B;;DGCAT;01M10
A870B;;MDC;1
A870B;;DGPROP;01X99
A870B;;DGPROP;15X32
A870B;;DGPROP;18X02
A870W;;COMPL;01C41
A870W;;DGCAT;01M10
A870W;;MDC;1
A870W;;DGPROP;01X99
A870W;;DGPROP;15X32
A870W;;DGPROP;18X02
A871;;COMPL;01C41
A871;;DGCAT;01M10
A871;;MDC;1
A871;;DGPROP;01X99
A871;;DGPROP;15X32
A872;;COMPL;01C41
A872;;DGCAT;01M10
A872;;MDC;1
A872;;DGPROP;01X99
A872;;DGPROP;15X32
A878;;COMPL;01C41
A878;;DGCAT;01M10
A878;;MDC;1
A878;;DGPROP;01X99
A878;;DGPROP;15X32
A878;;PDGPRO;18P01
A879;;COMPL;01C41
A879;;DGCAT;01M10
A879;;MDC;1
A879;;DGPROP;01X99
A879;;DGPROP;15X32
A879;;PDGPRO;18P01
A880;;COMPL;01C41
A880;;DGCAT;01M10
A880;;MDC;1
A880;;DGPROP;01X99
A880;;DGPROP;15X36
A881;;DGCAT;01M99
A881;;MDC;1
A881;;DGPROP;01X99
A888;;COMPL;01C41
A888;;DGCAT;01M09
A888;;MDC;1
A888;;DGPROP;01X99
A888;;DGPROP;15X36
A888;;DGPROP;18X02
A888;;PDGPRO;18P01
A89;;DGCAT;01M09
A89;;MDC;1
A89;;DGPROP;01X99
A89;;DGPROP;15X36
A89;;DGPROP;18X02
A89;;PDGPRO;18P01
A899;;DGCAT;01M09
A899;;MDC;1
A899;;DGPROP;01X99
A899;;DGPROP;15X36
A899;;DGPROP;18X02
A899;;PDGPRO;18P01
A90;;DGCAT;18M04
A90;;MDC;18
A90;;DGPROP;18X99
A90;;DGPROP;15X98
A909;;DGCAT;18M04
A909;;MDC;18
A909;;DGPROP;18X99
A909;;DGPROP;15X98
A91;;DGCAT;18M04
A91;;MDC;18
A91;;DGPROP;18X99
A91;;DGPROP;15X98
A919;;DGCAT;18M04
A919;;MDC;18
A919;;DGPROP;18X99
A919;;DGPROP;15X98
A920;;DGCAT;18M04
A920;;MDC;18
A920;;DGPROP;18X99
A920;;DGPROP;15X98
A921;;COMPL;01C41
A921;;DGCAT;18M04
A921;;MDC;18
A921;;DGPROP;18X99
